client_id,commune,date_plainte,canal,type_plainte,statut,date_resolution
CUST0304,Sidi Aïssa,2025-09-29,Formulaire Web,Interruption Réseau,En Cours,
CUST0305,Sidi Aïssa,2025-11-06,Formulaire Web,Interruption Réseau,En Cours,
CUST0306,Ain El Hadjel,2025-12-02,Appel Call Center,ADSL,Non Traité,
CUST0307,Bou Saâda,2025-04-27,Formulaire Web,Service Client,Résolu,2025-05-04
CUST0308,Sidi Aïssa,2025-08-01,Formulaire Web,Service Client,Résolu,2025-08-13
CUST0309,M'Sila,2025-06-10,Formulaire Web,Service Client,En Cours,
CUST0310,Sidi Aïssa,2025-12-18,Formulaire Web,Fibre FTTH,Résolu,2025-12-26
CUST0311,M'Sila,2025-02-17,Appel Call Center,ADSL,Résolu,2025-02-24
CUST0312,M'Sila,2025-03-08,Plainte Écrite,Facturation,Résolu,2025-03-17
CUST0313,M'Sila,2025-10-15,Plainte Écrite,Interruption Réseau,Résolu,2025-10-21
CUST0314,M'Sila,2025-12-07,Formulaire Web,Facturation,Non Traité,
CUST0315,Ain El Hadjel,2025-05-28,Plainte Écrite,ADSL,En Cours,
CUST0316,Sidi Aïssa,2025-10-23,Formulaire Web,ADSL,En Cours,
CUST0317,Bou Saâda,2025-04-25,,Service Client,Résolu,2025-05-09
CUST0318,M'Sila,2025-07-08,Formulaire Web,Interruption Réseau,Résolu,2025-07-10
CUST0319,Sidi Aïssa,2025-08-08,Plainte Écrite,Fibre FTTH,Résolu,2025-08-22
CUST0320,M'Sila,2025-01-15,Plainte Écrite,Facturation,Résolu,2025-01-18
CUST0321,Sidi Aïssa,2025-06-23,Plainte Écrite,Facturation,Résolu,2025-06-29
CUST0322,M'Sila,2025-10-17,Appel Call Center,Fibre FTTH,En Cours,
CUST0323,Ain El Hadjel,2025-11-21,,Fibre FTTH,En Cours,
CUST0324,M'Sila,2025-04-21,Appel Call Center,Interruption Réseau,Résolu,2025-04-28
CUST0325,Ain El Hadjel,2025-03-22,Formulaire Web,Facturation,Non Traité,
CUST0326,Sidi Aïssa,2025-10-18,Formulaire Web,Facturation,En Cours,
CUST0327,M'Sila,2025-03-22,Appel Call Center,Fibre FTTH,Résolu,2025-04-04
CUST0328,M'Sila,2025-05-20,,ADSL,En Cours,
CUST0329,Ain El Hadjel,2025-09-06,Plainte Écrite,Service Client,Résolu,2025-09-16
CUST0330,Ain El Hadjel,2025-04-21,Formulaire Web,Facturation,Résolu,2025-05-04
CUST0331,M'Sila,2025-02-26,,Service Client,Résolu,2025-03-03
CUST0332,Ain El Hadjel,2025-01-24,Plainte Écrite,Facturation,En Cours,
CUST0333,Bou Saâda,2025-01-29,Formulaire Web,Interruption Réseau,Résolu,2025-01-30
CUST0334,Bou Saâda,2025-03-12,Formulaire Web,Fibre FTTH,Résolu,2025-03-25
CUST0335,Sidi Aïssa,2025-03-03,Formulaire Web,Facturation,Résolu,2025-03-04
CUST0336,Ain El Hadjel,2025-03-31,Plainte Écrite,Service Client,Résolu,2025-04-03
CUST0337,Ain El Hadjel,2025-09-14,Plainte Écrite,Fibre FTTH,Non Traité,
CUST0338,Sidi Aïssa,2025-01-22,Appel Call Center,Service Client,En Cours,
CUST0339,Ain El Hadjel,2025-02-09,Appel Call Center,Service Client,Résolu,2025-02-23
CUST0340,Sidi Aïssa,2025-10-21,Plainte Écrite,Service Client,Résolu,2025-10-28
CUST0341,Ain El Hadjel,2025-07-27,Formulaire Web,ADSL,Résolu,2025-07-28
CUST0342,Sidi Aïssa,2025-08-24,Appel Call Center,Interruption Réseau,Résolu,2025-09-07
CUST0343,Sidi Aïssa,2025-02-24,Appel Call Center,Service Client,Résolu,2025-02-28
CUST0344,Ain El Hadjel,2025-09-26,Plainte Écrite,Service Client,Résolu,2025-09-28
CUST0345,Ain El Hadjel,2025-04-24,Formulaire Web,Facturation,Résolu,2025-04-30
CUST0346,Bou Saâda,2025-11-21,Appel Call Center,Interruption Réseau,En Cours,
CUST0347,M'Sila,2025-04-10,Plainte Écrite,Interruption Réseau,En Cours,
CUST0348,Sidi Aïssa,2025-05-01,Formulaire Web,Fibre FTTH,Résolu,2025-05-03
CUST0349,Bou Saâda,2025-03-30,Formulaire Web,Fibre FTTH,Résolu,2025-04-09
CUST0350,Bou Saâda,2025-04-01,Plainte Écrite,ADSL,En Cours,
CUST0351,Ain El Hadjel,2025-10-24,Formulaire Web,Interruption Réseau,Résolu,2025-11-01
CUST0352,Sidi Aïssa,2025-03-19,,Facturation,Non Traité,
CUST0353,Ain El Hadjel,2025-08-15,Appel Call Center,Service Client,En Cours,
CUST0354,Sidi Aïssa,2025-01-29,Formulaire Web,Interruption Réseau,Résolu,2025-02-04
CUST0355,M'Sila,2025-08-20,Formulaire Web,Service Client,Résolu,2025-08-21
CUST0356,M'Sila,2025-02-09,Formulaire Web,Facturation,En Cours,
CUST0357,M'Sila,2025-09-17,Plainte Écrite,Interruption Réseau,Résolu,2025-09-24
CUST0358,Ain El Hadjel,2025-01-22,Plainte Écrite,Interruption Réseau,Résolu,2025-01-30
CUST0359,Bou Saâda,2025-09-01,Formulaire Web,Interruption Réseau,Non Traité,
CUST0360,Bou Saâda,2025-02-22,Appel Call Center,Service Client,Résolu,2025-03-07
CUST0361,Sidi Aïssa,2025-09-16,Plainte Écrite,ADSL,Résolu,2025-09-27
CUST0362,Bou Saâda,2025-12-29,Appel Call Center,Fibre FTTH,En Cours,
CUST0363,Ain El Hadjel,2025-09-25,Formulaire Web,Interruption Réseau,Résolu,2025-10-05
CUST0364,Bou Saâda,2025-05-25,Formulaire Web,Facturation,Résolu,2025-06-01
CUST0365,Ain El Hadjel,2025-01-27,Formulaire Web,Interruption Réseau,Non Traité,
CUST0366,Sidi Aïssa,2025-02-18,Appel Call Center,Facturation,Résolu,2025-02-27
CUST0367,Ain El Hadjel,2025-12-03,Formulaire Web,Facturation,Non Traité,
CUST0368,Bou Saâda,2025-10-26,Formulaire Web,ADSL,Non Traité,
CUST0369,Bou Saâda,2025-12-02,Formulaire Web,Facturation,Résolu,2025-12-14
CUST0370,Ain El Hadjel,2025-12-29,Appel Call Center,Interruption Réseau,Résolu,2025-12-31
CUST0371,Sidi Aïssa,2025-11-26,Plainte Écrite,Service Client,Résolu,2025-12-09
CUST0372,Sidi Aïssa,2025-02-17,Appel Call Center,Interruption Réseau,Résolu,2025-02-28
CUST0373,Ain El Hadjel,2025-01-10,Plainte Écrite,Facturation,Résolu,2025-01-16
CUST0374,Sidi Aïssa,2025-06-24,Appel Call Center,Fibre FTTH,En Cours,
CUST0375,Ain El Hadjel,2025-03-12,Appel Call Center,Fibre FTTH,Résolu,2025-03-15
CUST0376,M'Sila,2025-09-17,Formulaire Web,ADSL,Résolu,2025-09-30
CUST0377,M'Sila,2025-11-13,Plainte Écrite,Facturation,En Cours,
CUST0378,Bou Saâda,2025-03-20,Plainte Écrite,Service Client,Résolu,2025-03-23
CUST0379,Bou Saâda,2025-03-26,Plainte Écrite,Interruption Réseau,En Cours,
CUST0380,Ain El Hadjel,2025-07-06,Appel Call Center,Service Client,Résolu,2025-07-17
CUST0381,Bou Saâda,2025-05-26,Formulaire Web,Interruption Réseau,Résolu,2025-06-08
CUST0382,Ain El Hadjel,2025-05-03,Appel Call Center,Interruption Réseau,En Cours,
CUST0383,Sidi Aïssa,2025-07-08,Formulaire Web,Fibre FTTH,En Cours,
CUST0384,Ain El Hadjel,2025-07-15,Formulaire Web,Facturation,Non Traité,
CUST0385,Ain El Hadjel,2025-11-06,Appel Call Center,Fibre FTTH,En Cours,
CUST0386,Bou Saâda,2025-11-25,Formulaire Web,ADSL,En Cours,
CUST0387,Ain El Hadjel,2025-02-22,Formulaire Web,Interruption Réseau,Résolu,2025-03-06
CUST0388,M'Sila,2025-03-24,Formulaire Web,ADSL,Résolu,2025-03-29
CUST0389,Ain El Hadjel,2025-08-12,Plainte Écrite,Fibre FTTH,En Cours,
CUST0390,M'Sila,2025-06-28,Appel Call Center,Service Client,En Cours,
CUST0391,M'Sila,2025-07-22,Formulaire Web,ADSL,Non Traité,
CUST0392,Sidi Aïssa,2025-02-11,,Service Client,Résolu,2025-02-17
CUST0393,Bou Saâda,2025-02-20,Appel Call Center,Facturation,Résolu,2025-03-06
CUST0394,Sidi Aïssa,2025-01-20,Appel Call Center,Fibre FTTH,En Cours,
CUST0395,Sidi Aïssa,2025-12-28,Formulaire Web,Fibre FTTH,Résolu,2025-12-31
CUST0396,Ain El Hadjel,2025-02-10,,ADSL,Non Traité,
CUST0397,M'Sila,2025-03-18,Formulaire Web,Fibre FTTH,Non Traité,
CUST0398,Ain El Hadjel,2025-05-02,Appel Call Center,Facturation,Résolu,2025-05-07
CUST0399,M'Sila,2025-08-03,Appel Call Center,Fibre FTTH,En Cours,
CUST0400,Ain El Hadjel,2025-09-13,Appel Call Center,ADSL,En Cours,
CUST0401,M'Sila,2025-10-22,Plainte Écrite,Interruption Réseau,Résolu,2025-10-26
CUST0402,Bou Saâda,2025-01-01,Formulaire Web,Service Client,Non Traité,
CUST0403,Sidi Aïssa,2025-08-02,Appel Call Center,Interruption Réseau,Résolu,2025-08-05
CUST0404,M'Sila,2025-02-04,Plainte Écrite,Facturation,En Cours,
CUST0405,M'Sila,2025-01-23,Formulaire Web,Service Client,Résolu,2025-02-03
CUST0406,Ain El Hadjel,2025-01-09,Formulaire Web,Facturation,Non Traité,
CUST0407,Sidi Aïssa,2025-05-04,Appel Call Center,Facturation,Résolu,2025-05-16
CUST0408,M'Sila,2025-03-10,Plainte Écrite,Facturation,Résolu,2025-03-11
CUST0409,Sidi Aïssa,2025-11-26,Plainte Écrite,Facturation,Non Traité,
CUST0410,Bou Saâda,2025-12-23,Plainte Écrite,Service Client,Résolu,2025-12-31
CUST0411,Bou Saâda,2025-08-23,Appel Call Center,ADSL,Résolu,2025-08-24
CUST0412,Sidi Aïssa,2025-04-13,,ADSL,Non Traité,
CUST0413,M'Sila,2025-09-21,Formulaire Web,Facturation,Non Traité,
CUST0414,Ain El Hadjel,2025-05-10,Plainte Écrite,Service Client,Résolu,2025-05-11
CUST0415,Bou Saâda,2025-01-25,Formulaire Web,Facturation,En Cours,
CUST0416,Sidi Aïssa,2025-07-08,Formulaire Web,ADSL,Résolu,2025-07-15
CUST0417,Ain El Hadjel,2025-07-17,Plainte Écrite,Service Client,Résolu,2025-07-23
CUST0418,Bou Saâda,2025-07-08,Formulaire Web,Service Client,Résolu,2025-07-21
CUST0419,Sidi Aïssa,2025-02-10,Appel Call Center,Service Client,En Cours,
CUST0420,Ain El Hadjel,2025-10-07,Plainte Écrite,Fibre FTTH,En Cours,
CUST0421,Sidi Aïssa,2025-02-10,Formulaire Web,ADSL,En Cours,
CUST0422,Sidi Aïssa,2025-06-06,Plainte Écrite,Facturation,En Cours,
CUST0423,Ain El Hadjel,2025-03-27,Plainte Écrite,Service Client,Résolu,2025-04-08
CUST0424,Ain El Hadjel,2025-01-22,Formulaire Web,Service Client,Résolu,2025-02-03
CUST0425,Sidi Aïssa,2025-05-21,Plainte Écrite,Service Client,Résolu,2025-06-01
CUST0426,M'Sila,2025-07-06,Appel Call Center,Service Client,Résolu,2025-07-15
CUST0427,Bou Saâda,2025-11-08,Appel Call Center,Fibre FTTH,Résolu,2025-11-19
CUST0428,Ain El Hadjel,2025-02-04,Appel Call Center,Fibre FTTH,Non Traité,
CUST0429,Bou Saâda,2025-07-05,Plainte Écrite,Facturation,Résolu,2025-07-12
CUST0430,M'Sila,2025-12-14,Plainte Écrite,Fibre FTTH,Résolu,2025-12-22
CUST0431,Sidi Aïssa,2025-02-09,Formulaire Web,Service Client,Résolu,2025-02-19
CUST0432,Bou Saâda,2025-07-23,Plainte Écrite,Facturation,En Cours,
CUST0433,Sidi Aïssa,2025-05-08,Plainte Écrite,Facturation,En Cours,
CUST0434,M'Sila,2025-09-13,Appel Call Center,Fibre FTTH,Résolu,2025-09-22
CUST0435,Ain El Hadjel,2025-05-15,Plainte Écrite,ADSL,Résolu,2025-05-28
CUST0436,Sidi Aïssa,2025-04-20,Plainte Écrite,Service Client,En Cours,
CUST0437,Sidi Aïssa,2025-04-13,Plainte Écrite,Service Client,Résolu,2025-04-15
CUST0438,Bou Saâda,2025-03-30,Appel Call Center,Service Client,En Cours,
CUST0439,Ain El Hadjel,2025-12-08,Appel Call Center,Facturation,En Cours,
CUST0440,Sidi Aïssa,2025-10-09,Plainte Écrite,ADSL,Résolu,2025-10-18
CUST0441,Sidi Aïssa,2025-12-31,Formulaire Web,Fibre FTTH,Résolu,2025-12-31
CUST0442,Bou Saâda,2025-04-25,Formulaire Web,Interruption Réseau,Non Traité,
CUST0443,M'Sila,2025-05-02,Appel Call Center,Fibre FTTH,Résolu,2025-05-15
CUST0444,Ain El Hadjel,2025-10-11,Appel Call Center,Facturation,Résolu,2025-10-21
CUST0445,Sidi Aïssa,2025-03-08,Formulaire Web,Interruption Réseau,En Cours,
CUST0446,M'Sila,2025-07-23,Appel Call Center,Facturation,Non Traité,
CUST0447,Ain El Hadjel,2025-07-29,Plainte Écrite,Service Client,Non Traité,
CUST0448,M'Sila,2025-11-25,Appel Call Center,Facturation,En Cours,
CUST0449,M'Sila,2025-12-15,Formulaire Web,Service Client,Résolu,2025-12-24
CUST0450,Sidi Aïssa,2025-11-24,Appel Call Center,Interruption Réseau,Résolu,2025-12-04
CUST0451,Bou Saâda,2025-09-15,Appel Call Center,Service Client,En Cours,
CUST0452,M'Sila,2025-03-20,Appel Call Center,Interruption Réseau,Résolu,2025-03-25
CUST0453,Bou Saâda,2025-12-30,Appel Call Center,Facturation,Résolu,2025-12-31
CUST0454,Sidi Aïssa,2025-02-10,Plainte Écrite,Facturation,Non Traité,
CUST0455,Sidi Aïssa,2025-05-21,Appel Call Center,Interruption Réseau,Résolu,2025-05-24
CUST0456,Sidi Aïssa,2025-02-17,Plainte Écrite,Interruption Réseau,Résolu,2025-02-26
CUST0457,Bou Saâda,2025-03-20,Plainte Écrite,Interruption Réseau,Résolu,2025-03-23
CUST0458,Sidi Aïssa,2025-01-15,Plainte Écrite,ADSL,Résolu,2025-01-17
CUST0459,M'Sila,2025-05-16,Plainte Écrite,Interruption Réseau,Résolu,2025-05-27
CUST0460,Bou Saâda,2025-11-13,Plainte Écrite,Service Client,Résolu,2025-11-24
CUST0461,M'Sila,2025-05-29,Formulaire Web,Interruption Réseau,Résolu,2025-06-09
CUST0462,Sidi Aïssa,2025-12-17,,Fibre FTTH,En Cours,
CUST0463,Ain El Hadjel,2025-02-07,Formulaire Web,Service Client,En Cours,
CUST0464,M'Sila,2025-08-01,Appel Call Center,Service Client,Résolu,2025-08-09
CUST0465,Ain El Hadjel,2025-11-07,Appel Call Center,Facturation,Non Traité,
CUST0466,Bou Saâda,2025-06-26,Formulaire Web,Facturation,Résolu,2025-07-03
CUST0467,Bou Saâda,2025-10-15,Formulaire Web,Interruption Réseau,Résolu,2025-10-17
CUST0468,Sidi Aïssa,2025-03-04,Appel Call Center,Service Client,Non Traité,
CUST0469,Sidi Aïssa,2025-03-14,Formulaire Web,Fibre FTTH,Résolu,2025-03-16
CUST0470,M'Sila,2025-11-12,Formulaire Web,Service Client,Non Traité,
CUST0471,Ain El Hadjel,2025-06-17,Appel Call Center,Fibre FTTH,Résolu,2025-06-27
CUST0472,Sidi Aïssa,2025-09-13,Appel Call Center,Fibre FTTH,Non Traité,
CUST0473,Ain El Hadjel,2025-09-12,Formulaire Web,Facturation,Résolu,2025-09-13
CUST0474,M'Sila,2025-08-23,Formulaire Web,Interruption Réseau,Non Traité,
CUST0475,Bou Saâda,2025-06-30,Appel Call Center,Interruption Réseau,Résolu,2025-07-01
CUST0476,M'Sila,2025-11-02,Formulaire Web,Service Client,Non Traité,
CUST0477,Ain El Hadjel,2025-01-05,Formulaire Web,Interruption Réseau,Résolu,2025-01-19
CUST0478,M'Sila,2025-05-16,Formulaire Web,Fibre FTTH,Résolu,2025-05-28
CUST0479,Sidi Aïssa,2025-01-24,Formulaire Web,Facturation,Non Traité,
CUST0480,Ain El Hadjel,2025-10-15,Appel Call Center,Interruption Réseau,Résolu,2025-10-19
CUST0481,Sidi Aïssa,2025-02-07,Plainte Écrite,Facturation,En Cours,
CUST0482,Ain El Hadjel,2025-10-09,Plainte Écrite,Service Client,En Cours,
CUST0483,Sidi Aïssa,2025-03-02,Plainte Écrite,Interruption Réseau,Résolu,2025-03-05
CUST0484,M'Sila,2025-06-23,Formulaire Web,Facturation,En Cours,
CUST0485,Sidi Aïssa,2025-11-05,Appel Call Center,Fibre FTTH,Résolu,2025-11-14
CUST0486,Ain El Hadjel,2025-01-24,Plainte Écrite,ADSL,Non Traité,
CUST0487,M'Sila,2025-08-31,Appel Call Center,Facturation,Résolu,2025-09-09
CUST0488,Ain El Hadjel,2025-09-21,Appel Call Center,Interruption Réseau,Résolu,2025-09-24
CUST0489,Sidi Aïssa,2025-03-25,Plainte Écrite,Facturation,Non Traité,
CUST0490,Ain El Hadjel,2025-10-31,Plainte Écrite,Facturation,Non Traité,
CUST0491,Sidi Aïssa,2025-09-30,Plainte Écrite,Interruption Réseau,Résolu,2025-10-08
CUST0492,Sidi Aïssa,2025-07-08,Formulaire Web,ADSL,En Cours,
CUST0493,Sidi Aïssa,2025-08-02,Plainte Écrite,ADSL,Résolu,2025-08-12
CUST0494,Sidi Aïssa,2025-11-02,Plainte Écrite,ADSL,Résolu,2025-11-10
CUST0495,Sidi Aïssa,2025-10-23,Plainte Écrite,Interruption Réseau,Résolu,2025-10-27
CUST0496,M'Sila,2025-03-29,Plainte Écrite,Service Client,Résolu,2025-04-07
CUST0497,Ain El Hadjel,2025-01-17,Appel Call Center,Fibre FTTH,Résolu,2025-01-27
CUST0498,M'Sila,2025-08-14,Appel Call Center,ADSL,Résolu,2025-08-20
CUST0499,Ain El Hadjel,2025-12-20,Appel Call Center,Service Client,Non Traité,
CUST0500,Bou Saâda,2025-11-10,Formulaire Web,Interruption Réseau,Non Traité,
CUST0501,Ain El Hadjel,2025-12-28,Plainte Écrite,ADSL,En Cours,
CUST0502,Bou Saâda,2025-10-15,Plainte Écrite,Fibre FTTH,Résolu,2025-10-21
CUST0503,Ain El Hadjel,2025-06-10,Plainte Écrite,Service Client,Résolu,2025-06-13
CUST0504,Ain El Hadjel,2025-10-07,Plainte Écrite,Facturation,En Cours,
CUST0505,Sidi Aïssa,2025-11-09,Plainte Écrite,Facturation,En Cours,
CUST0506,Ain El Hadjel,2025-05-23,Appel Call Center,Fibre FTTH,Résolu,2025-06-01
CUST0507,Sidi Aïssa,2025-05-28,Appel Call Center,Facturation,Non Traité,
CUST0508,Bou Saâda,2025-06-12,Plainte Écrite,Service Client,En Cours,
CUST0509,Ain El Hadjel,2025-05-21,Formulaire Web,Interruption Réseau,Non Traité,
CUST0510,Sidi Aïssa,2025-12-13,Appel Call Center,Interruption Réseau,En Cours,
CUST0511,Ain El Hadjel,2025-03-16,,Facturation,En Cours,
CUST0512,Sidi Aïssa,2025-02-10,Appel Call Center,Facturation,Résolu,2025-02-16
CUST0513,Ain El Hadjel,2025-09-03,Plainte Écrite,Facturation,Non Traité,
CUST0514,Bou Saâda,2025-05-19,Appel Call Center,Interruption Réseau,Non Traité,
CUST0515,Sidi Aïssa,2025-11-12,Appel Call Center,ADSL,Résolu,2025-11-24
CUST0516,Bou Saâda,2025-12-09,Appel Call Center,ADSL,Résolu,2025-12-18
CUST0517,Bou Saâda,2025-01-27,Plainte Écrite,Fibre FTTH,Résolu,2025-01-29
CUST0518,Ain El Hadjel,2025-02-21,Formulaire Web,Service Client,En Cours,
CUST0519,Bou Saâda,2025-03-22,Appel Call Center,Interruption Réseau,Non Traité,
CUST0520,Ain El Hadjel,2025-09-02,Plainte Écrite,Service Client,Résolu,2025-09-13
CUST0521,Bou Saâda,2025-05-27,Formulaire Web,Facturation,Résolu,2025-06-07
CUST0522,M'Sila,2025-04-29,Appel Call Center,Interruption Réseau,Résolu,2025-05-08
CUST0523,M'Sila,2025-04-01,Appel Call Center,Service Client,Non Traité,
CUST0524,M'Sila,2025-04-06,Formulaire Web,Service Client,En Cours,
CUST0525,Sidi Aïssa,2025-06-02,,ADSL,En Cours,
CUST0526,M'Sila,2025-08-21,Formulaire Web,Facturation,Résolu,2025-09-01
CUST0527,Ain El Hadjel,2025-08-28,Appel Call Center,Interruption Réseau,Résolu,2025-09-02
CUST0528,Bou Saâda,2025-03-25,Appel Call Center,Facturation,Résolu,2025-04-06
CUST0529,Ain El Hadjel,2025-04-06,Plainte Écrite,Facturation,Résolu,2025-04-07
CUST0530,Sidi Aïssa,2025-12-12,Formulaire Web,Interruption Réseau,Non Traité,
CUST0531,Bou Saâda,2025-11-24,Appel Call Center,Interruption Réseau,En Cours,
CUST0532,Ain El Hadjel,2025-06-17,Formulaire Web,Interruption Réseau,Non Traité,
CUST0533,M'Sila,2025-04-05,Formulaire Web,ADSL,Non Traité,
CUST0534,Bou Saâda,2025-05-08,Formulaire Web,Facturation,Résolu,2025-05-09
CUST0535,Sidi Aïssa,2025-08-17,Formulaire Web,Fibre FTTH,En Cours,
CUST0536,Sidi Aïssa,2025-10-26,Formulaire Web,Facturation,Non Traité,
CUST0537,M'Sila,2025-12-21,Formulaire Web,Facturation,En Cours,
CUST0538,Bou Saâda,2025-08-27,Appel Call Center,ADSL,Résolu,2025-09-01
CUST0539,Bou Saâda,2025-12-27,,Interruption Réseau,Résolu,2025-12-31
CUST0540,Sidi Aïssa,2025-11-24,Plainte Écrite,ADSL,Résolu,2025-11-29
CUST0541,Sidi Aïssa,2025-04-23,Plainte Écrite,Fibre FTTH,Non Traité,
CUST0542,Bou Saâda,2025-08-21,Formulaire Web,Fibre FTTH,En Cours,
CUST0543,Sidi Aïssa,2025-08-30,Formulaire Web,Interruption Réseau,Résolu,2025-09-12
CUST0544,Bou Saâda,2025-02-11,Appel Call Center,Interruption Réseau,En Cours,
CUST0545,Ain El Hadjel,2025-02-09,Plainte Écrite,Facturation,En Cours,
CUST0546,M'Sila,2025-09-16,Appel Call Center,Interruption Réseau,Résolu,2025-09-20
CUST0547,Bou Saâda,2025-09-24,Appel Call Center,Facturation,Résolu,2025-10-02
CUST0548,M'Sila,2025-10-26,Plainte Écrite,Fibre FTTH,En Cours,
CUST0549,Ain El Hadjel,2025-08-17,Appel Call Center,Interruption Réseau,Résolu,2025-08-30
CUST0550,M'Sila,2025-09-20,Formulaire Web,Fibre FTTH,En Cours,
CUST0551,Ain El Hadjel,2025-01-30,Formulaire Web,Interruption Réseau,Résolu,2025-02-08
CUST0552,Ain El Hadjel,2025-01-12,Plainte Écrite,Facturation,Non Traité,
CUST0553,Ain El Hadjel,2025-04-22,Formulaire Web,ADSL,Résolu,2025-05-02
CUST0554,M'Sila,2025-06-26,Appel Call Center,Service Client,Résolu,2025-07-08
CUST0555,M'Sila,2025-02-05,,ADSL,Non Traité,
CUST0556,Ain El Hadjel,2025-07-29,Appel Call Center,Facturation,Résolu,2025-08-01
CUST0557,Bou Saâda,2025-07-11,Plainte Écrite,Service Client,Résolu,2025-07-18
CUST0558,Ain El Hadjel,2025-02-11,Formulaire Web,Service Client,Résolu,2025-02-22
CUST0559,Bou Saâda,2025-03-02,Plainte Écrite,Facturation,En Cours,
CUST0560,Bou Saâda,2025-09-28,Plainte Écrite,Service Client,En Cours,
CUST0561,Bou Saâda,2025-01-02,Plainte Écrite,Fibre FTTH,En Cours,
CUST0562,M'Sila,2025-12-11,Formulaire Web,Service Client,Résolu,2025-12-23
CUST0563,Ain El Hadjel,2025-04-28,Plainte Écrite,Service Client,Résolu,2025-05-02
CUST0564,Ain El Hadjel,2025-05-22,Formulaire Web,Fibre FTTH,Résolu,2025-05-26
CUST0565,M'Sila,2025-11-11,Appel Call Center,Service Client,Résolu,2025-11-24
CUST0566,M'Sila,2025-02-04,Appel Call Center,Fibre FTTH,Résolu,2025-02-06
CUST0567,M'Sila,2025-12-11,Formulaire Web,Interruption Réseau,Résolu,2025-12-23
CUST0568,M'Sila,2025-07-25,Appel Call Center,ADSL,Résolu,2025-08-02
CUST0569,Bou Saâda,2025-01-29,Plainte Écrite,Fibre FTTH,Non Traité,
CUST0570,Bou Saâda,2025-04-30,Plainte Écrite,Facturation,Résolu,2025-05-14
CUST0571,Sidi Aïssa,2025-12-11,Plainte Écrite,Interruption Réseau,Résolu,2025-12-25
CUST0572,Sidi Aïssa,2025-03-15,Appel Call Center,Facturation,En Cours,
CUST0573,Bou Saâda,2025-05-21,Formulaire Web,Facturation,Résolu,2025-05-22
CUST0574,Bou Saâda,2025-10-12,Plainte Écrite,Service Client,En Cours,
CUST0575,Ain El Hadjel,2025-11-26,Appel Call Center,Facturation,Non Traité,
CUST0576,Ain El Hadjel,2025-12-23,,Facturation,Non Traité,
CUST0577,Ain El Hadjel,2025-06-03,Formulaire Web,Fibre FTTH,Résolu,2025-06-10
CUST0578,Bou Saâda,2025-05-04,Plainte Écrite,Service Client,Non Traité,
CUST0579,Bou Saâda,2025-08-26,Formulaire Web,Fibre FTTH,Résolu,2025-08-27
CUST0580,Ain El Hadjel,2025-09-29,Formulaire Web,Interruption Réseau,Résolu,2025-10-02
CUST0581,Ain El Hadjel,2025-04-15,Appel Call Center,Facturation,Résolu,2025-04-21
CUST0582,M'Sila,2025-02-17,Formulaire Web,Facturation,Non Traité,
CUST0583,Bou Saâda,2025-07-13,Appel Call Center,Facturation,Résolu,2025-07-24
CUST0584,M'Sila,2025-10-28,Appel Call Center,Fibre FTTH,Résolu,2025-11-09
CUST0585,Bou Saâda,2025-06-20,Formulaire Web,Fibre FTTH,En Cours,
CUST0586,Sidi Aïssa,2025-04-08,Appel Call Center,Fibre FTTH,Résolu,2025-04-20
CUST0587,M'Sila,2025-05-05,Plainte Écrite,Service Client,Résolu,2025-05-17
CUST0588,Bou Saâda,2025-10-10,Formulaire Web,Fibre FTTH,Résolu,2025-10-16
CUST0589,Sidi Aïssa,2025-10-01,Formulaire Web,Service Client,Résolu,2025-10-12
CUST0590,Sidi Aïssa,2025-07-04,Formulaire Web,Facturation,Résolu,2025-07-13
CUST0591,Ain El Hadjel,2025-08-29,Formulaire Web,ADSL,Résolu,2025-09-11
CUST0592,Sidi Aïssa,2025-06-10,Appel Call Center,Facturation,En Cours,
CUST0593,Ain El Hadjel,2025-04-24,Appel Call Center,Interruption Réseau,Résolu,2025-05-06
CUST0594,Bou Saâda,2025-10-11,Appel Call Center,Facturation,Résolu,2025-10-21
CUST0595,Ain El Hadjel,2025-04-11,Formulaire Web,Fibre FTTH,Non Traité,
CUST0596,Sidi Aïssa,2025-10-19,Appel Call Center,Service Client,Résolu,2025-11-02
CUST0597,Bou Saâda,2025-12-02,Formulaire Web,Interruption Réseau,En Cours,
CUST0598,Sidi Aïssa,2025-11-25,Formulaire Web,Service Client,Résolu,2025-12-07
CUST0599,Ain El Hadjel,2025-06-30,Formulaire Web,Fibre FTTH,Résolu,2025-07-03
CUST0600,Bou Saâda,2025-09-08,Plainte Écrite,Interruption Réseau,Résolu,2025-09-11
CUST0601,M'Sila,2025-02-08,Plainte Écrite,ADSL,Résolu,2025-02-22
CUST0602,M'Sila,2025-03-12,Appel Call Center,Service Client,Résolu,2025-03-26
CUST0603,Bou Saâda,2025-01-05,,Fibre FTTH,Résolu,2025-01-09
CUST0604,Ain El Hadjel,2025-11-13,Formulaire Web,ADSL,Résolu,2025-11-24
CUST0605,Ain El Hadjel,2025-01-09,Plainte Écrite,Service Client,Résolu,2025-01-10
CUST0606,Ain El Hadjel,2025-09-29,Appel Call Center,ADSL,Résolu,2025-10-11
CUST0607,Sidi Aïssa,2025-01-09,Plainte Écrite,Facturation,Résolu,2025-01-18
